SKILL_20150317_000001	Атака	
SKILL_20150406_003573	Running Shot
SKILL_20150406_003574	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Install traps that damage targets nearby.
SKILL_20150406_003575	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Explode магический круг and installation to damage enemies.
SKILL_20150406_003576	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Flame is fumed and cause damage.
SKILL_20150406_003577	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Install bomb around target. Bomb explosed when touching enemy.
SKILL_20150406_003578	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Shoot flash arrows on the ground. Flash pops and shoots sparks to enemies nearby.
SKILL_20150406_003579	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Use this attack to explode enemy when it is killed. Strength of party members temporarily increase.
SKILL_20150406_003580	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Throw Lachrymator. Target affected fall into Blind state.
SKILL_20150406_003581	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Zombies circle around specified area. Enemies that touch zombies are push away and receives damage.
SKILL_20150406_003582	{#993399}{ol}[Магия]{/}{/}{nl}Explode zombies in specific area and damage target enemies.
SKILL_20150406_003583	Атака #{SkillAtkAdd}#{nl}Summoned zombie required{nl}Max. explosion #{SkillSR}#
SKILL_20150406_003584	Statue of Goddess Ausrine
SKILL_20150406_003585	Ausrine
SKILL_20150406_003586	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Smack down strongly.
SKILL_20150406_003587	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Flick enemies attacking nearby and cause damage.
SKILL_20150406_003588	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Punce target twice.
SKILL_20150406_003589	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Use palm to push away enemy.
SKILL_20150406_003590	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Smack down enemy with hand knife.
SKILL_20150406_003591	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Make a short stretch to push away enemy and consume its SP. Target hit will receive continuous damage.
SKILL_20150406_003592	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Gather power to and strike forward. Targets are pushed back and receive damage..
SKILL_20150406_003593	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Throw coin to attack target. Max. SP of targets hit will temporarily decrease.
SKILL_20150406_003594	{#993399}{ol}[Магия] - [Свет]{/}{/}{nl}Heals target and party members while damaging enemy.
SKILL_20150406_003595	Атака #{SkillAtkAdd}#{nl}Атака #{CaptionRatio}# enemies{nl}Heall all party members{nl}Heal #{CaptionRatio}# allies{nl}
SKILL_20150406_003596	Reflects close ranged attacks.
SKILL_20150406_003597	Gradually decreases your maximum HP.
SKILL_20150406_003598	Nullifies all attacks.
SKILL_20150406_003599	Use sword while moving forward
SKILL_20150406_003600	[Pardoner] Make despeller
SKILL_20150406_003601	Craft Anti-Magic
SKILL_20150406_003602	[Pardoner] Craft Anti-Magic
SKILL_20150414_003603	Shovelling
SKILL_20150414_003604	Detect metal
SKILL_20150414_003605	Water spray
SKILL_20150414_003606	{#DD5500}{ol}[Физическая] - [Колющая]{/}{/}{nl}Колет и отталкивает врага наконечником оружия.
SKILL_20150414_003607	{#DD5500}{ol}[Физическая] - [Slash]{/}{/}{nl}Наносит сильный удар по врагу.
SKILL_20150414_003608	Решимость увеличивающая вашу {nl}атаку и уменьшающая защиту.
SKILL_20150414_003609	Повышает вашу ATK.
SKILL_20150414_003610	Lowers your maximum HP, but your attacks have a high chance of stunning enemies.
SKILL_20150414_003611	Chance of Stunning Enemy: #{CaptionRatio}#%{nl}Maximum HP: -#{CaptionRatio2}# {nl}Длительность: #{CaptionTime}# seconds
SKILL_20150414_003612	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Strike enemies with your sword handle.{nl}Inflicts additional damage on stunned monsters, and partially ignores the defense of small and medium sized enemies.
SKILL_20150414_003613	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Use the bump of your shield to attack enemies. Blocking provides additional damage on staggered enemies.
SKILL_20150414_003614	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Use the edge of your shield to attack enemies. Inflicts additional damage on both petrified and frozen enemies.
SKILL_20150414_003615	Hit your shield to provoke nearby enemies making them pursue you.
SKILL_20150414_003616	Increases your defense while decreasing your attack. Cannot be used with Gung Ho.
SKILL_20150414_003617	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Throw shield to attack. Shield dropped on ground may disappear if not picked up within time limit.
SKILL_20150414_003618	Change to active stance using shield in front. Block and increases while attack and critical decrease.
SKILL_20150414_003619	Block: +#{CaptionRatio}# {nl}Атака: -#{CaptionTime}#% {nl}Critical Chance: -#{CaptionRatio2}#
SKILL_20150414_003620	{#DD5500}{ol}[Физический] - [Strike] - [Slash]{/}{/}{nl}Use shield and sword to make continuous attacks.
SKILL_20150414_003621	{#DD5500}{ol}[Физический] - [Slash]{/}{/}{nl}Perform an upward swing with your weapon, launching the enemy.
SKILL_20150414_003622	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Обрушивает оружие на голову врага. Временно уменьшает INT and SPR цели.
SKILL_20150414_003623	Принимает оборонительную стойку, используя оружие для блока.{nl} Блокированные враги становятся уязвимыми для Протыкающих атак..
SKILL_20150414_003624	{#DD5500}{ol}[Физический] - [Slash]{/}{/}{nl}Swing sword around to make continuous attacks.
SKILL_20150414_003625	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Strike and push the enemy sidewards using the side of your sword. Enemy becomes under the Armor Break status effect.
SKILL_20150414_003626	{#DD5500}{ol}[Физический] - [Протыкание]{/}{/}{nl}Repeatedly stab enemies with your spear.
SKILL_20150414_003627	{#DD5500}{ol}[Физический] - [Протыкание]{/}{/}{nl}Pierce enemies with your spear. Deals more hits the larger the enemy is.
SKILL_20150414_003628	Change to Window formation for active attack. Chance of critical increases but evasion decreases.
SKILL_20150414_003629	{#DD5500}{ol}[Физический] - [Протыкание] - [Strike]{/}{/}{nl}Use spear and shield to attack enemy. Counter attacks deal additional damage.
SKILL_20150414_003630	{#DD5500}{ol}[Физический] - [Протыкание]{/}{/}{nl}Throw spear to attack enemy. Spear dropped on ground may disappear if not picked up within time limit.
SKILL_20150414_003631	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Use shield and dash pushing away enemies. Enemies nearby falls down when hit.
SKILL_20150414_003632	{#DD5500}{ol}[Физический] - [Slash]{/}{/}{nl}Strongly attack bottom of enemy with chance of paralyzing.
SKILL_20150414_003633	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Smacks down an enemy using your shield, afflicting the [Dark] status effect by a small chance.
SKILL_20150414_003634	Атака #{SkillAtkAdd}#{nl}Защита -#{CaptionRatio}# {nl}{#339999}{ol}[Unbalance]{/}{/} Длительность 5 seconds
SKILL_20150414_003635	{#DD5500}{ol}[Физический] - [Slash]{/}{/}{nl}Hold key to bend down and move forward. Evasion increases and attacks enemy after moving.
SKILL_20150414_003636	{#DD5500}{ol}[Физический] - [Протыкание] - [Strike]{/}{/}{nl}Use sword and shield to attack continuously.
SKILL_20150414_003637	{#DD5500}{ol}[Протыкание]{/}{/}{nl}Impales a small or medium-type monster with a spear. It is possible to attack other enemies with a skewered enemy.
SKILL_20150414_003638	Increases your movement speed while riding.
SKILL_20150414_003639	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Dash forward and attack enemy.
SKILL_20150414_003640	{#DD5500}{ol}[Физический] - [Протыкание]{/}{/}{nl}Gather force and strongly stab enemy with tip of spear.
SKILL_20150414_003641	{#DD5500}{ol}[Физический] - [Slash]{/}{/}{nl}Twirl your spear overhead to attack enemies.
SKILL_20150414_003642	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Drag around and hit enemy.
SKILL_20150414_003643	Increases your attack when you keep repeatedly attacking one particular enemy.
SKILL_20150414_003644	Your attack hits target but chance of critical and critical evasion decreases?
SKILL_20150414_003645	Temporarily make pierce attacks be applied as repeated attacks.
SKILL_20150414_003646	Temporarily decrease defense of nearby enemies, and add that much to your ATK.
SKILL_20150414_003647	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Tramp down on enemy while on air or jumping.
SKILL_20150414_003648	{#DD5500}{ol}[Физический] - [Slash]{/}{/}{nl}Charge forward while slashing, attacking any enemies that block your way.
SKILL_20150414_003649	Giant Swing
SKILL_20150414_003650	USe centrifugal force to throw away enemy.
SKILL_20150414_003651	Open a shop to repair weapons and temporarily increase its performance.
SKILL_20150414_003652	Open a shop to repair weapon and temporarily increase its performance. Physical defense is added. Repair is only for top, Pants, and Shield.
SKILL_20150414_003653	Open a shop to repair damaged equipment. It is possible for repaired equipment to exceed its maximum durability.
SKILL_20150414_003654	Bind all enemies, including boss monsters, to prevent them from moving.
SKILL_20150414_003655	Install basecamp for party members. Party members can use basecamp as storage or for teleport.
SKILL_20150414_003656	Длительность: #{CaptionRatio}# hours{nl}Длительность of the food effects is at least 30 minutes
SKILL_20150414_003657	Sets up a refreshment table to prepare dishes that temporarily increases the abilities for your party members. A refreshment table can only be set up near the base camp, and if the camp is removed, the refreshment table will be removed as well.
SKILL_20150414_003658	Ping a flag that boosts pirates' abilities. Kill enemies repeatedly near the flag for combo attack.
SKILL_20150414_003659	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Drag and pull enemies captured with Iron Hook. Enemy receives damage each time it is pulled.
SKILL_20150414_003660	Can you sword {nl}without delay after normal attack.{nl}Длительность #{CaptionTime}# seconds
SKILL_20150414_003661	Атака with chance of stealing enemy items.
SKILL_20150414_003662	Make a formation that calls on the troops.
SKILL_20150414_003663	Change to Phalanx formation. Concentrate the block ability of all troops to the 3 at the frontline.
SKILL_20150414_003664	Change to Tersio formation. Защита of frontline increases and provokes enemy.
SKILL_20150414_003665	Winged Formation
SKILL_20150414_003666	Change to Crane Wing formation. Rush towards target and defense of enemies within range decrease.
SKILL_20150414_003667	Change to Wedge formation.
SKILL_20150414_003668	Change to Schiltron formation. All troops stop and raise their weapon to block enemies.
SKILL_20150414_003669	Change to Testudo formation. Increase defense and block of all troops and move slowly.
SKILL_20150414_003670	Realign direction of formation to leader's view.
SKILL_20150414_003671	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Hold the sword backwards and use its handle to smack down enemy.
SKILL_20150414_003672	Doubles your EXP and reward when you defeat an enemy within a certain number of attacks. You take 3x damage while the effect is active, and lose more durability when you become incapable of combat.
SKILL_20150414_003673	{#DD5500}{ol}[Физический] - [Slash]{/}{/}{nl}Use centrifugal force and continuously attack enemies.
SKILL_20150414_003674	{#993399}{ol}[Магия]{/}{/}{nl}Собирает магическую энергию для атаки врага. Увеличивает причиненный ущерб в зависимости от количества собранной энергии.
SKILL_20150414_003675	Делает врага уставшим.
SKILL_20150414_003676	Заставляет врага уснуть. Враг пробуждает только когда вы достигли предела атак.
SKILL_20150414_003677	Создает protective shield that reflects the amplified damage to the enemy.
SKILL_20150414_003678	{#993399}{ol}[Магия]{/}{/}{nl}Continuously attack enemies with magic bullets.
SKILL_20150414_003679	Skill cast time decreases.
SKILL_20150414_003680	{#993399}{ol}[Магия] - [Огонь]{/}{/}{nl}Призывает огненный шар. Враги касаясь огненного шара получают длительный урон от пламени.
SKILL_20150414_003681	{#993399}{ol}[Магия] - [Огонь]{/}{/}{nl}Создает стену пламени которая непрерывно повреждает приближающихся врагов.
SKILL_20150414_003682	Временно наделяет свойством огоня все атаки вас и ваших членов группы.
SKILL_20150414_003683	{#993399}{ol}[Магия] - [Огонь]{/}{/}{nl}Наносит урон врагу от взрыва и горения .
SKILL_20150414_003684	{#993399}{ol}[Магия] - [Огонь]{/}{/}{nl}Призывает столб огня наносящий урон врагам.
SKILL_20150414_003685	{#993399}{ol}[Магия] - [Огонь]{/}{/}{nl}Атака by continuously fuming fire forward to enemies. Deals continuous flame damage to enemies.
SKILL_20150414_003686	{#993399}{ol}[Магия] - [Лёд] - [Протыкание]{/}{/}{nl}Launches a bolt of ice to an enemy that inflicts damage and has a chance to freeze the enemy.
SKILL_20150414_003687	{#993399}{ol}[Магия] - [Лёд] - [Протыкание]{/}{/}}{nl}Spurt ice thorns and attack enemies in front with chance of freezing.
SKILL_20150414_003688	Создает ice wall to trap enemy with chance of freezing nearby enemies.
SKILL_20150414_003689	{#993399}{ol}[Магия] - [Лёд]{/}{/}{nl}Smack frozen enemies in front. Can freeze one more enemy nearby.
SKILL_20150414_003690	Создает ice tent to block and freeze enemy.
SKILL_20150414_003691	Создает strong wind to push away target. Use on frozen enemies to attack neaby enemies.
SKILL_20150414_003692	{#993399}{ol}[Магия] - [Лёд] - [Strike]{/}{/}{nl}Ride on huge snowball and smash enemy.
SKILL_20150414_003693	{#993399}{ol}[Магия]{/}{/}{nl}Concentrate on the the tip of your hand to inflict continuous damage with psychokinesis.
SKILL_20150414_003694	{#993399}{ol}[Магия]{/}{/}{nl}Use psychokinesis to capture a target in front and throw it around.{nl}Inflicts damage by throwing the captured target in a direction using your arrow keys.
SKILL_20150414_003695	Swaps your position with that of the enemy.
SKILL_20150414_003696	Teleport to a random location.
SKILL_20150414_003697	{#993399}{ol}[Магия]{/}{/}{nl}Move target to collide with another enemy.
SKILL_20150414_003698	Raise nearby enemies into the air. Enemies in the air are temporarily detected as flight type.
SKILL_20150414_003699	Создает straight line gravitational force that pull the enemies.
SKILL_20150414_003700	Link enemies, so that they share damage taken.
SKILL_20150414_003701	Gather linked enemies to one area and make them collide with each other.
SKILL_20150414_003702	Link party member and share buff effects.
SKILL_20150414_003703	Umbilical Cord
SKILL_20150414_003704	Use the higher ability beween you and linked ally.
SKILL_20150414_003705	Enlarge the size of your and party member's hand and increase attack.
SKILL_20150414_003706	Shrink size of target. Target has chance of disappearing when used on small sized monsters.
SKILL_20150414_003707	Enlarge size of target. Target has chance of exploding when used on overly large monsters.
